,book_id,authors,original_publication_year,original_title,title,language_code,image_url,comb
2981,3438000,"Radwa Ashour, رضوى عاشور",1994.0,ثلاثية غرناطة,ثلاثية غرناطة,ara,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1503755688l/3438000.jpg,"ثلاثية غرناطة radwa ashour, رضوى عاشور"
2982,201126,"Michael Rosen, Helen Oxenbury",1989.0,We're Going on a Bear Hunt,We're Going on a Bear Hunt,eng,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388274854l/201126.jpg,"we're going on a bear hunt michael rosen, helen oxenbury"
2983,6339989,Richelle Mead,2009.0,Vampire Academy Collection,"Vampire Academy Collection (Vampire Academy, #1-3)",,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1424313761l/6339989.jpg,vampire academy collection richelle mead
2984,673657,David Eddings,1985.0,Guardians of the West,"Guardians of the West (The Malloreon, #1)",en-US,https://images.gr-assets.com/books/1342528416l/673657.jpg,guardians of the west david eddings
2985,7076706,Nora Roberts,2010.0,The Search,The Search,eng,https://images.gr-assets.com/books/1302725483l/7076706.jpg,the search nora roberts
2986,13147,"James Patterson, Howard Roughan",2005.0,Honeymoon,"Honeymoon (Honeymoon, #1)",eng,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388199852l/13147.jpg,"honeymoon james patterson, howard roughan"
2987,45252,Peter F. Hamilton,2004.0,Pandora's Star,Pandora's Star,eng,https://images.gr-assets.com/books/1440699949l/45252.jpg,pandora's star peter f. hamilton
2988,322351,Thomas Rockwell,1973.0,How to Eat Fried Worms,How to Eat Fried Worms,eng,https://images.gr-assets.com/books/1320519921l/322351.jpg,how to eat fried worms thomas rockwell
2989,269322,"Edgar Allan Poe, Philip Pullman",1845.0,The Raven and Other Poems,The Raven and other poems,en-US,https://images.gr-assets.com/books/1297913274l/269322.jpg,"the raven and other poems edgar allan poe, philip pullman"
2990,6335026,Heather Gudenkauf,2008.0,The Weight of Silence,The Weight of Silence,eng,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348679436l/6335026.jpg,the weight of silence heather gudenkauf
2991,22522808,Neil Gaiman,2015.0,Trigger Warning: Short Fictions and Disturbances,Trigger Warning: Short Fictions and Disturbances,eng,https://images.gr-assets.com/books/1415036119l/22522808.jpg,trigger warning: short fictions and disturbances neil gaiman
2992,106590,David Herbert Donald,1995.0,Lincoln,Lincoln,eng,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1543429790l/106590._SY475_.jpg,lincoln david herbert donald
2993,1811543,Ilona Andrews,2008.0,Magic Burns,"Magic Burns (Kate Daniels, #2)",en-US,https://images.gr-assets.com/books/1311280284l/1811543.jpg,magic burns ilona andrews
2994,3698,"Graham Greene, Robert  Stone",1955.0,The Quiet American,The Quiet American,eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,"the quiet american graham greene, robert  stone"
2995,16062211,Katie Ashley,2012.0,The Proposition,"The Proposition (The Proposition, #1)",eng,https://images.gr-assets.com/books/1355433171l/16062211.jpg,the proposition katie ashley
2996,6541,Patricia Cornwell,1996.0,Cause of Death,"Cause of Death (Kay Scarpetta, #7)",en-US,https://images.gr-assets.com/books/1327632787l/6541.jpg,cause of death patricia cornwell
2997,77430,Patrick O'Brian,1969.0,Master and Commander,Master and Commander,eng,https://images.gr-assets.com/books/1467992540l/77430.jpg,master and commander patrick o'brian
2998,969275,Akira Toriyama,1985.0,孫悟空と仲間たち,"Dragon Ball, Vol. 1: The Monkey King (Dragon Ball, #1)",eng,https://images.gr-assets.com/books/1442541694l/969275.jpg,孫悟空と仲間たち akira toriyama
2999,89187,Alastair Reynolds,2000.0,Revelation Space,Revelation Space,eng,https://images.gr-assets.com/books/1405532042l/89187.jpg,revelation space alastair reynolds
3000,7134202,"James Patterson, Maxine Paetro",2010.0,Private,"Private (Private, #1)",eng,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388247223l/7134202.jpg,"private james patterson, maxine paetro"
3001,8205669,Janet Evanovich,2009.0,Wicked Appetite,"Wicked Appetite (Lizzy & Diesel, #1)",en-US,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1442876280l/8205669._SY475_.jpg,wicked appetite janet evanovich
3002,6054449,Rachel Renée Russell,2009.0,Tales from a Not-So-Fabulous Life,"Tales from a Not-So-Fabulous Life (Dork Diaries, #1)",eng,https://images.gr-assets.com/books/1370064528l/6054449.jpg,tales from a not-so-fabulous life rachel renée russell
3003,14384,Kresley Cole,2006.0,A Hunger Like No Other,A Hunger Like No Other (Immortals After Dark #2),eng,https://images.gr-assets.com/books/1357616154l/14384.jpg,a hunger like no other kresley cole
3004,10345927,Beth Revis,2012.0,A Million Suns ,"A Million Suns (Across the Universe, #2)",eng,https://images.gr-assets.com/books/1330214586l/10345927.jpg,a million suns  beth revis
3005,28251,Trudi Canavan,2002.0,The High Lord,"The High Lord (Black Magician Trilogy, #3)",eng,https://images.gr-assets.com/books/1327357942l/28251.jpg,the high lord trudi canavan
3006,17383934,Amy Tan,2013.0,The Valley of Amazement,The Valley of Amazement,eng,https://images.gr-assets.com/books/1362956150l/17383934.jpg,the valley of amazement amy tan
3007,3465,"Nicholas Sparks, Micah Sparks",2004.0,Three Weeks with My Brother,Three Weeks With My Brother,eng,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1440179668l/3465._SY475_.jpg,"three weeks with my brother nicholas sparks, micah sparks"
3008,24781,Lloyd Alexander,1968.0,The High King ,The High King (The Chronicles of Prydain #5),eng,https://images.gr-assets.com/books/1407209964l/24781.jpg,the high king  lloyd alexander
3009,9462812,Amy Plum,2011.0,Die for Me,"Die for Me (Revenants, #1)",eng,https://images.gr-assets.com/books/1358427893l/9462812.jpg,die for me amy plum
3010,77295,Anne Morrow Lindbergh,1955.0,Gift from the Sea,Gift from the Sea,,https://images.gr-assets.com/books/1328312670l/77295.jpg,gift from the sea anne morrow lindbergh
3011,2159,John Perkins,2004.0,Confessions of an Economic Hit Man,Confessions of an Economic Hit Man,en-US,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1565872483l/2159._SX318_.jpg,confessions of an economic hit man john perkins
3012,426504,"Jorge Luis Borges, Anthony Kerrigan, Anthony Bonner",1944.0,Ficciones,Ficciones,en-US,https://images.gr-assets.com/books/1388197956l/426504.jpg,"ficciones jorge luis borges, anthony kerrigan, anthony bonner"
3013,37304,John Sandford,1993.0,Winter Prey,"Winter Prey (Lucas Davenport, #5)",eng,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388204668l/37304.jpg,winter prey john sandford
3014,4625,Ernest Hemingway,1925.0,The Complete Short Stories of Ernest Hemingway,The Complete Short Stories,en-US,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1523546158l/4625._SY475_.jpg,the complete short stories of ernest hemingway ernest hemingway
3015,50033,Ray Bradbury,1957.0,Dandelion Wine,"Dandelion Wine (Green Town, #1)",eng,https://images.gr-assets.com/books/1374049845l/50033.jpg,dandelion wine ray bradbury
3016,43782,Anne Rice,1989.0,The Mummy,The Mummy (Ramses the Damned #1),eng,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1347523787l/43782.jpg,the mummy anne rice
3017,6570502,"Chip Heath, Dan Heath",2010.0,Switch: How to Change Things When Change Is Hard,Switch: How to Change Things When Change Is Hard,eng,https://images.gr-assets.com/books/1422839688l/6570502.jpg,"switch: how to change things when change is hard chip heath, dan heath"
3018,24228353,Sejal Badani,2015.0,Trail of Broken Wings,Trail of Broken Wings,eng,https://images.gr-assets.com/books/1427135077l/24228353.jpg,trail of broken wings sejal badani
3019,243705,John Fowles,1963.0,The Collector,The Collector,eng,https://images.gr-assets.com/books/1394828024l/243705.jpg,the collector john fowles
3020,9594,Kurt Vonnegut Jr.,1997.0,Timequake,Timequake,eng,https://images.gr-assets.com/books/1405784951l/9594.jpg,timequake kurt vonnegut jr.
3021,13540215,Amanda Coplin,2012.0,The Orchardist,The Orchardist,,https://images.gr-assets.com/books/1335562453l/13540215.jpg,the orchardist amanda coplin
3022,17262366,Bill Bryson,2013.0,One Summer: America 1927,"One Summer: America, 1927",eng,https://images.gr-assets.com/books/1380292864l/17262366.jpg,one summer: america 1927 bill bryson
3023,41967,Maeve Binchy,1996.0,Evening Class,Evening Class,en-GB,https://images.gr-assets.com/books/1368673760l/41967.jpg,evening class maeve binchy
3024,34919,Terry Brooks,1993.0,The Talismans of Shannara,"The Talismans of Shannara (Heritage of Shannara, #4)",eng,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1168573644l/34919.jpg,the talismans of shannara terry brooks
3025,65840,L.M. Montgomery,1936.0,Anne of Windy Poplars,"Anne of Windy Poplars (Anne of Green Gables, #4)",,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348613064l/65840.jpg,anne of windy poplars l.m. montgomery
3026,226378,"Mikhail Lermontov, Paul Foote",1840.0,Герой нашего времени,A Hero of Our Time,eng,https://images.gr-assets.com/books/1344023178l/226378.jpg,"герой нашего времени mikhail lermontov, paul foote"
3027,9943,Francine Rivers,1997.0,The Atonement Child,The Atonement Child,en-US,https://images.gr-assets.com/books/1406513472l/9943.jpg,the atonement child francine rivers
3028,6862,Ian McEwan,1998.0,Amsterdam,Amsterdam,,https://images.gr-assets.com/books/1403191209l/6862.jpg,amsterdam ian mcewan
3029,40923,Edmund Morris,2001.0,Theodore Rex,Theodore Rex,eng,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388177930l/40923.jpg,theodore rex edmund morris
3030,10222,M.M. Kaye,1978.0,The Far Pavilions,The Far Pavilions,en-US,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1403391799l/10222.jpg,the far pavilions m.m. kaye
3031,2211221,Lee Child,2008.0,Nothing to Lose,"Nothing to Lose (Jack Reacher, #12)",en-US,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1441312964l/2211221._SY475_.jpg,nothing to lose lee child
3032,17448960,Jasinda Wilder,2013.0,Falling Into You,"Falling into You (Falling, #1)",eng,https://images.gr-assets.com/books/1363055080l/17448960.jpg,falling into you jasinda wilder
3033,20819682,Paulo Coelho,2014.0,Adultério,Adultery,eng,https://images.gr-assets.com/books/1406247571l/20819682.jpg,adultério paulo coelho
3034,22443261,Brandon Sanderson,2013.0,The Rithmatist ,"The Rithmatist (The Rithmatist, #1)",eng,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1402239963l/22443261.jpg,the rithmatist  brandon sanderson
3035,42172,Donna VanLiere,2001.0,The Christmas Shoes,The Christmas Shoes (Christmas Hope #1),en-US,https://images.gr-assets.com/books/1434144615l/42172.jpg,the christmas shoes donna vanliere
3036,196613,"Rory Freedman, Kim Barnouin",2005.0,"Skinny Bitch: A No-Nonsense, Tough-Love Guide for Savvy Girls Who Want to Stop Eating Crap and Start Looking Fabulous!",Skinny Bitch,en-US,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1442470447l/196613._SX318_.jpg,"skinny bitch: a no-nonsense, tough-love guide for savvy girls who want to stop eating crap and start looking fabulous! rory freedman, kim barnouin"
3037,12299419,Kristen Ashley,2011.0,"Mystery Man (Dream Man, #1)","Mystery Man (Dream Man, #1)",eng,https://images.gr-assets.com/books/1483487036l/12299419.jpg,"mystery man (dream man, #1) kristen ashley"
3038,899962,"Margret Rey, H.A. Rey",1966.0,Curious George Goes to the Hospital,Curious George Goes to the Hospital,eng,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1347580591l/899962.jpg,"curious george goes to the hospital margret rey, h.a. rey"
3039,2054761,Alice Schroeder,2008.0,The Snowball: Warren Buffett and the Business of Life,The Snowball: Warren Buffett and the Business of Life,eng,https://images.gr-assets.com/books/1320458276l/2054761.jpg,the snowball: warren buffett and the business of life alice schroeder
3040,107779,Julie Garwood,1989.0,The Bride,"The Bride (Lairds' Fiancées, #1)",eng,https://images.gr-assets.com/books/1334369134l/107779.jpg,the bride julie garwood
3041,2836109,John Flanagan,2007.0,Erak's Ransom,"Erak's Ransom (Ranger's Apprentice, #7)",eng,https://images.gr-assets.com/books/1327918666l/2836109.jpg,erak's ransom john flanagan
3042,18114060,Harlan Coben,2014.0,Missing Υou,Missing You,eng,https://images.gr-assets.com/books/1373737793l/18114060.jpg,missing υou harlan coben
3043,11691,"Orhan Pamuk, Maureen Freely",2002.0,Kar,Snow,eng,https://images.gr-assets.com/books/1357684424l/11691.jpg,"kar orhan pamuk, maureen freely"
3044,6348045,John Flanagan,2009.0,Halt's Peril,"Halt's Peril (Ranger's Apprentice, #9)",eng,https://images.gr-assets.com/books/1327902875l/6348045.jpg,halt's peril john flanagan
3045,715834,Tess Gerritsen,2002.0,The Apprentice,"The Apprentice (Rizzoli & Isles, #2)",eng,https://images.gr-assets.com/books/1467859772l/715834.jpg,the apprentice tess gerritsen
3046,1127996,Betty Crocker,1969.0,Betty Crocker's Cookbook,Betty Crocker's Cookbook,eng,https://images.gr-assets.com/books/1431198491l/1127996.jpg,betty crocker's cookbook betty crocker
3047,359410,Gabrielle Zevin,2005.0,Elsewhere,Elsewhere,en-US,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1442686280l/359410._SY475_.jpg,elsewhere gabrielle zevin
3048,11737271,Harlan Coben,2012.0,Stay Close,Stay Close,eng,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1347702195l/11737271.jpg,stay close harlan coben
3049,13133,"James Patterson, Michael Ledwidge",2007.0,The Quickie,The Quickie,eng,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1442870790l/13133._SY475_.jpg,"the quickie james patterson, michael ledwidge"
3050,45169,"James Patterson, Michael Ledwidge",2007.0,Step on a Crack,"Step on a Crack (Michael Bennett, #1)",en-US,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1442786367l/45169._SY475_.jpg,"step on a crack james patterson, michael ledwidge"
3051,15937108,Holly Goldberg Sloan,2013.0,Counting by 7s,Counting by 7s,eng,https://images.gr-assets.com/books/1396225872l/15937108.jpg,counting by 7s holly goldberg sloan
3052,139417,Laurell K. Hamilton,2000.0,"A Kiss of Shadows (Merry Gentry, #1)","A Kiss of Shadows (Merry Gentry, #1)",eng,https://images.gr-assets.com/books/1486707201l/139417.jpg,"a kiss of shadows (merry gentry, #1) laurell k. hamilton"
3053,777211,Vince Flynn,2003.0,Executive Power,"Executive Power (Mitch Rapp, #6)",en-US,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1442431876l/777211._SY475_.jpg,executive power vince flynn
3054,6781956,"Nora Roberts, Angela Dawe",2010.0,Savor the Moment,"Savor the Moment (Bride Quartet, #3)",eng,https://images.gr-assets.com/books/1415065163l/6781956.jpg,"savor the moment nora roberts, angela dawe"
3055,157076,Richard Connell,1924.0,The Most Dangerous Game,The Most Dangerous Game,,https://images.gr-assets.com/books/1386885674l/157076.jpg,the most dangerous game richard connell
3056,954674,Cory Doctorow,2008.0,Little Brother,Little Brother,en-US,https://images.gr-assets.com/books/1349673129l/954674.jpg,little brother cory doctorow
3057,136081,Jeff Lindsay,2005.0,Dearly Devoted Dexter,"Dearly Devoted Dexter (Dexter, #2)",eng,https://images.gr-assets.com/books/1327896144l/136081.jpg,dearly devoted dexter jeff lindsay
3058,304079,"Jalaluddin Rumi, Coleman Barks",1273.0,Essential Rumi,The Essential Rumi,,https://images.gr-assets.com/books/1391414844l/304079.jpg,"essential rumi jalaluddin rumi, coleman barks"
3059,22716194,Lisa Genova,2015.0,Inside the O'Briens,Inside the O'Briens,eng,https://images.gr-assets.com/books/1423486279l/22716194.jpg,inside the o'briens lisa genova
3060,175983,Steven Erikson,2001.0,Memories of Ice,"Memories of Ice (The Malazan Book of the Fallen, #3)",eng,https://images.gr-assets.com/books/1316729348l/175983.jpg,memories of ice steven erikson
3061,2029927,Dean Koontz,2008.0,Odd Hours,"Odd Hours (Odd Thomas, #4)",eng,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388204532l/2029927.jpg,odd hours dean koontz
3062,261122,Rachel Caine,2007.0,The Dead Girls' Dance,"The Dead Girls' Dance (The Morganville Vampires, #2)",eng,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388182865l/261122.jpg,the dead girls' dance rachel caine
3063,13834,Tamora Pierce,1996.0,"The Realms of the Gods (Immortals, #4)","The Realms of the Gods (Immortals, #4)",en-US,https://images.gr-assets.com/books/1262375414l/13834.jpg,"the realms of the gods (immortals, #4) tamora pierce"
3064,4922079,William R. Forstchen,2009.0,One Second After,"One Second After (After, #1)",eng,https://images.gr-assets.com/books/1316728333l/4922079.jpg,one second after william r. forstchen
3065,385706,Suzanne Collins,2005.0,Gregor and the Curse of the Warmbloods,"Gregor and the Curse of the Warmbloods (Underland Chronicles, #3)",eng,https://images.gr-assets.com/books/1397852674l/385706.jpg,gregor and the curse of the warmbloods suzanne collins
3066,9279177,David Levithan,2011.0,The Lover's Dictionary,The Lover's Dictionary,en-US,https://images.gr-assets.com/books/1312055996l/9279177.jpg,the lover's dictionary david levithan
3067,32525,"Helen Gardner, Fred S. Kleiner, Christin J. Mamiya",1926.0,Art Through the Ages ,Art Through the Ages ,eng,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1168391513l/32525.jpg,"art through the ages  helen gardner, fred s. kleiner, christin j. mamiya"
3068,15567,Terry Brooks,1985.0,The Wishsong of Shannara ,"The Wishsong of Shannara (The Original Shannara Trilogy, #3)",eng,https://images.gr-assets.com/books/1328325115l/15567.jpg,the wishsong of shannara  terry brooks
3069,2498983,Gena Showalter,2008.0,The Darkest Kiss,The Darkest Kiss (Lords of the Underworld #2),eng,https://images.gr-assets.com/books/1399691671l/2498983.jpg,the darkest kiss gena showalter
3070,2200877,Sarah Addison Allen,2008.0,The Sugar Queen,The Sugar Queen,en-US,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1440154317l/2200877._SX318_.jpg,the sugar queen sarah addison allen
3071,9761771,Jennifer L. Armentrout,2012.0,Pure,"Pure (Covenant, #2)",eng,https://images.gr-assets.com/books/1296780419l/9761771.jpg,pure jennifer l. armentrout
3072,126381,Chimamanda Ngozi Adichie,2003.0,Purple Hibiscus,Purple Hibiscus,,https://images.gr-assets.com/books/1329431038l/126381.jpg,purple hibiscus chimamanda ngozi adichie
3073,113429,Miranda July,2005.0,No One Belongs Here More Than You,No One Belongs Here More Than You,,https://images.gr-assets.com/books/1341079226l/113429.jpg,no one belongs here more than you miranda july
3074,9595620,Kevin Hearne,2011.0,Hammered,"Hammered (The Iron Druid Chronicles, #3)",eng,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1438221107l/9595620._SY475_.jpg,hammered kevin hearne
3075,14383,Kresley Cole,2006.0,No Rest for the Wicked,No Rest for the Wicked (Immortals After Dark #3),en-CA,https://images.gr-assets.com/books/1357615569l/14383.jpg,no rest for the wicked kresley cole
3076,3313418,Vince Flynn,2008.0,Extreme Measures,"Extreme Measures (Mitch Rapp, #11)",eng,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1349014258l/3313418.jpg,extreme measures vince flynn
3077,23093367,"Brian K. Vaughan, Fiona Staples",2014.0,"Saga, Volume Four","Saga, Vol. 4 (Saga, #4)",eng,https://images.gr-assets.com/books/1486028981l/23093367.jpg,"saga, volume four brian k. vaughan, fiona staples"
3078,18528454,Jamie McGuire,2013.0,A Beautiful Wedding,"A Beautiful Wedding (Beautiful, #2.5)",eng,https://images.gr-assets.com/books/1384555141l/18528454.jpg,a beautiful wedding jamie mcguire
3079,16071701,Carl Hiaasen,2013.0,Bad Monkey,Bad Monkey,eng,https://images.gr-assets.com/books/1359148688l/16071701.jpg,bad monkey carl hiaasen
3080,16099180,Curtis Sittenfeld,2013.0,Sisterland,Sisterland,en-US,https://images.gr-assets.com/books/1362466425l/16099180.jpg,sisterland curtis sittenfeld
3081,6224826,Nick Hornby,2009.0,"Juliet, Naked","Juliet, Naked",en-US,https://images.gr-assets.com/books/1480092420l/6224826.jpg,"juliet, naked nick hornby"
3082,801178,"Jack Canfield, Mark Victor Hansen",1993.0,Chicken Soup for the Soul,Chicken Soup for the Soul,eng,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348985789l/801178.jpg,"chicken soup for the soul jack canfield, mark victor hansen"
3083,7039,Alexander McCall Smith,2000.0,Tears of the Giraffe,"Tears of the Giraffe (No. 1 Ladies' Detective Agency, #2)",en-GB,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348567024l/7039.jpg,tears of the giraffe alexander mccall smith
3084,49350,Michael Connelly,1994.0,The Concrete Blonde,"The Concrete Blonde (Harry Bosch, #3; Harry Bosch Universe, #3)",eng,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388241215l/49350.jpg,the concrete blonde michael connelly
3085,34541,Terry Pratchett,1998.0,Carpe Jugulum,Carpe Jugulum (Discworld #23; Witches #6),eng,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388895900l/34541.jpg,carpe jugulum terry pratchett
3086,6388558,Kresley Cole,2006.0,The Warlord Wants Forever,The Warlord Wants Forever (Immortals After Dark #1),eng,https://images.gr-assets.com/books/1254801341l/6388558.jpg,the warlord wants forever kresley cole
3087,9601,Kurt Vonnegut Jr.,1987.0,Bluebeard,Bluebeard,en-US,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1516339874l/9601.jpg,bluebeard kurt vonnegut jr.
3088,120253,"Brian Froud, Terry Windling",1998.0,"Good Faeries, Bad Faeries",Good Faeries/Bad Faeries,en-US,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348748756l/120253.jpg,"good faeries, bad faeries brian froud, terry windling"
3089,550844,"Stephen King, Bernie Wrightson",1983.0,Cycle of the Werewolf,Cycle of the Werewolf,eng,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1565642120l/550844.jpg,"cycle of the werewolf stephen king, bernie wrightson"
3090,91357,Jane Yolen,1988.0,The Devil's Arithmetic,The Devil's Arithmetic,eng,https://images.gr-assets.com/books/1342046407l/91357.jpg,the devil's arithmetic jane yolen
3091,248787,Alan Weisman,2007.0,The World Without Us,The World Without Us,eng,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1441986417l/248787._SY475_.jpg,the world without us alan weisman
3092,239186,Erik Larson,1999.0,"Isaac's Storm: A Man, a Time, and the Deadliest Hurricane in History","Isaac's Storm: A Man, a Time, and the Deadliest Hurricane in History",en-US,https://images.gr-assets.com/books/1403179592l/239186.jpg,"isaac's storm: a man, a time, and the deadliest hurricane in history erik larson"
3093,23341607,Elin Hilderbrand,2015.0,The Rumor,The Rumor,eng,https://images.gr-assets.com/books/1418769681l/23341607.jpg,the rumor elin hilderbrand
3094,18839,Virginia Woolf,1928.0,Orlando: A Biography,Orlando,en-GB,https://images.gr-assets.com/books/1443118010l/18839.jpg,orlando: a biography virginia woolf
3095,2410506,Cecelia Ahern,2008.0,Thanks for the Memories,Thanks for the Memories,eng,https://images.gr-assets.com/books/1328019535l/2410506.jpg,thanks for the memories cecelia ahern
3096,298230,"Anne Brontë, Angeline Goreau",1847.0,Agnes Grey,Agnes Grey,,https://images.gr-assets.com/books/1400875530l/298230.jpg,"agnes grey anne brontë, angeline goreau"
3097,26050,Nora Roberts,2006.0,Angels Fall,Angels Fall,en-US,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1442931263l/26050._SY475_.jpg,angels fall nora roberts
3098,6339304,Vince Flynn,2009.0,Pursuit of Honor,"Pursuit of Honor (Mitch Rapp, #12)",en-US,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1440180728l/6339304._SY475_.jpg,pursuit of honor vince flynn
3099,2299110,Sherrilyn Kenyon,2008.0,"Acheron (Dark-Hunter, #15) - Part 1",Acheron (Dark-Hunter #14),en-US,https://images.gr-assets.com/books/1437687512l/2299110.jpg,"acheron (dark-hunter, #15) - part 1 sherrilyn kenyon"
3100,6135237,Pat Conroy,2009.0,South of Broad,South of Broad,eng,https://images.gr-assets.com/books/1320532445l/6135237.jpg,south of broad pat conroy
3101,171102,Ami McKay,2006.0,The Birth House,The Birth House,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1172385530l/171102._SX318_.jpg,the birth house ami mckay
3102,3657138,Lisa McMann,2009.0,Fade,"Fade (Wake, #2)",eng,https://images.gr-assets.com/books/1293805966l/3657138.jpg,fade lisa mcmann
3103,775346,Donna Tartt,2002.0,The Little Friend,The Little Friend,eng,https://images.gr-assets.com/books/1327936589l/775346.jpg,the little friend donna tartt
3104,3165162,Rick Riordan,2008.0,Percy Jackson and the Olympians Boxed Set,"Percy Jackson and the Olympians (Percy Jackson and the Olympians, #1-3)",eng,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388181482l/3165162.jpg,percy jackson and the olympians boxed set rick riordan
3105,2133795,Ingrid Law,2008.0,Savvy,"Savvy (Savvy, #1)",en-US,https://images.gr-assets.com/books/1480110534l/2133795.jpg,savvy ingrid law
3106,4452257,Bill Simmons,2009.0,The Book of Basketball: The NBA According to The Sports Guy,The Book of Basketball: The NBA According to The Sports Guy,en-US,https://images.gr-assets.com/books/1320424763l/4452257.jpg,the book of basketball: the nba according to the sports guy bill simmons
3107,13151,James Patterson,2004.0,London Bridges,"London Bridges (Alex Cross, #10)",en-US,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1439049145l/13151._SY475_.jpg,london bridges james patterson
3108,2750180,عائض القرني,2003.0,لا تحزن,لا تحزن,ara,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1202202276l/2750180.jpg,لا تحزن عائض القرني
3109,634583,"A.P.J. Abdul Kalam, Arun Tiwari",1999.0,Wings of Fire: An Autobiography,Wings of Fire: An Autobiography,en-US,https://images.gr-assets.com/books/1295670969l/634583.jpg,"wings of fire: an autobiography a.p.j. abdul kalam, arun tiwari"
3110,11401915,"L.J. Smith, Kevin Williamson, Julie Plec",2011.0,The Ripper,"The Ripper (The Vampire Diaries: Stefan's Diaries, #4)",,https://images.gr-assets.com/books/1314846147l/11401915.jpg,"the ripper l.j. smith, kevin williamson, julie plec"
3111,13588394,Nate Silver,2012.0,The Signal and the Noise: Why So Many Predictions Fail - But Some Don't,The Signal and the Noise: Why So Many Predictions Fail - But Some Don't,eng,https://images.gr-assets.com/books/1355058876l/13588394.jpg,the signal and the noise: why so many predictions fail - but some don't nate silver
3112,25614492,Ruta Sepetys,2016.0,Salt to the Sea,Salt to the Sea,eng,https://images.gr-assets.com/books/1437084512l/25614492.jpg,salt to the sea ruta sepetys
3113,16319,Agatha Christie,1942.0,The Body in the Library,"The Body in the Library (Miss Marple, #3)",eng,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1389733809l/16319.jpg,the body in the library agatha christie
3114,119,Gary Russell,2002.0,The Lord of the Rings: The Art of The Fellowship of the Ring,The Lord of the Rings: The Art of The Fellowship of the Ring,en-US,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1347803870l/119.jpg,the lord of the rings: the art of the fellowship of the ring gary russell
3115,8379374,Olivia Cunning,2010.0,"Backstage Pass (Sinners on Tour, #1)","Backstage Pass (Sinners on Tour, #1)",eng,https://images.gr-assets.com/books/1348192403l/8379374.jpg,"backstage pass (sinners on tour, #1) olivia cunning"
3116,189182,"Marjorie Flack, Kurt Wiese",1933.0,The Story About Ping,The Story About Ping,en-US,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388193120l/189182.jpg,"the story about ping marjorie flack, kurt wiese"
